address,state,provAbortion,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,Unit Type,Unit Number,City,State,County,Zip,Country,Source,Census Year,State FIPS,County FIPS,Place Name,Place FIPS,Census Tract Code,Census Block Code,Census Block Group,Full FIPS (block),Full FIPS (tract),Metro/Micro Statistical Area Name,Metro/Micro Statistical Area Code,Metro/Micro Statistical Area Type,Combined Statistical Area Name,Combined Statistical Area Code,Metropolitan Division Area Name,Metropolitan Division Area Code
"4903 W. Pico Blvd. #202, Los Angeles, CA 90019",CA,Provides Abortions,34.04817,-118.34362,1,rooftop,4903,W Pico Blvd,Ste,202,Los Angeles,CA,Los Angeles County,90019,US,City of Los Angeles,2018,6,6037,Los Angeles,644000,217200,2004,2,6.03722E+13,6037217200,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"7232 Van Nuys Blvd. Suite 202, Van Nuys, CA 91405",CA,Provides Abortions,34.202238,-118.448465,1,rooftop,7232,Van Nuys Blvd,Ste,202,Van Nuys,CA,Los Angeles County,91405,US,Los Angeles,2018,6,6037,Los Angeles,644000,127102,2004,2,6.03713E+13,6037127102,"Los Angeles-Long Beach-Anaheim, CA",31080,metropolitan,"Los Angeles-Long Beach, CA",348,"Los Angeles-Long Beach-Glendale, CA",31084
"1990 Central Park Avenue, Yonkers, NY 10710",NY,Provides Abortions,40.966313,-73.837672,1,rooftop,1990,Central Park Ave,,,Yonkers,NY,Westchester County,10710,US,Westchester,2018,36,36119,Yonkers,3684000,2104,2013,2,3.6119E+14,36119002104,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,"New York-Jersey City-White Plains, NY-NJ",35614
"400-B Crutchfield Street, Durham, NC, 27704",NC,Provides Abortions,36.03925,-78.904383,1,rooftop,400,Crutchfield St,,,Durham,NC,Durham County,27704,US,Durham,2018,37,37063,Durham,3719000,102,2010,2,3.7063E+14,37063000102,"Durham-Chapel Hill, NC",20500,metropolitan,"Raleigh-Durham-Chapel Hill, NC",450,,
"2412 West Plaza Drive, Tallahassee, FL 32308",FL,Provides Abortions,30.457674,-84.238926,1,rooftop,2412,W Plaza Dr,,,Tallahassee,FL,Leon County,32308,US,Leon,2018,12,12073,Tallahassee,1270600,901,3010,3,1.2073E+14,12073000901,"Tallahassee, FL",45220,metropolitan,"Tallahassee-Bainbridge, FL-GA",533,,
"2127 State Road, Cuyahoga Falls, OH 44223",OH,Provides Abortions,41.136423,-81.508377,1,rooftop,2127,State Rd,,,Cuyahoga Falls,OH,Summit County,44223,US,Summit,2018,39,39153,Cuyahoga Falls,3919778,520302,3035,3,3.91535E+14,39153520302,"Akron, OH",10420,metropolitan,"Cleveland-Akron-Canton, OH",184,,
"3461 Warrensville Center Rd. Suite 202, Shaker Heights, OH 44122",OH,Provides Abortions,41.465393,-81.535883,1,rooftop,3461,Warrensville Center Rd,Ste,202,Beachwood,OH,Cuyahoga County,44122,US,Cuyahoga,2018,39,39035,Shaker Heights,3971682,183501,3008,3,3.90352E+14,39035183501,"Cleveland-Elyria, OH",17460,metropolitan,"Cleveland-Akron-Canton, OH",184,,
"24450 Evergreen Road, Suite 220, Southfield, MI, 48075",MI,Provides Abortions,42.468197,-83.239431,1,rooftop,24450,Evergreen Rd,Ste,220,Southfield,MI,Oakland County,48075,US,Oakland,2018,26,26125,Southfield,2674900,161900,2002,2,2.61252E+14,26125161900,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Warren-Troy-Farmington Hills, MI",47664
"3810 17 Mile Rd., Suite 1, Sterling Heights, MI, 48310",MI,Provides Abortions,42.578806,-83.071676,1,rooftop,3810,17 Mile Rd,Ste,1,Sterling Heights,MI,Macomb County,48310,US,Semcog,2018,26,26099,Sterling Heights,2676460,231500,2000,2,2.60992E+14,26099231500,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Warren-Troy-Farmington Hills, MI",47664
"35000 Ford Rd., Suite 3, Westland, MI, 48185",MI,Provides Abortions,42.324378,-83.384498,1,range_interpolation,35000,Ford Rd,Ste,3,Westland,MI,Wayne County,48185,US,TIGER/Line® dataset from the US Census Bureau,2018,26,26163,Westland,2686000,567900,3002,3,2.61636E+14,26163567900,"Detroit-Warren-Dearborn, MI",19820,metropolitan,"Detroit-Warren-Ann Arbor, MI",220,"Detroit-Dearborn-Livonia, MI",19804
"8363 Meadow Road, Dallas, TX 75231",TX,Provides Abortions,32.886501,-96.75975,1,rooftop,8363,Meadow Rd,,,Dallas,TX,Dallas County,75231,US,Dallas,2018,48,48113,Dallas,4819000,7823,2003,2,4.8113E+14,48113007823,"Dallas-Fort Worth-Arlington, TX",19100,metropolitan,"Dallas-Fort Worth, TX-OK",206,"Dallas-Plano-Irving, TX",19124
"79-01 Broadway, Elmhurst, NY 11373",NY,Provides Abortions,40.744586,-73.886173,1,rooftop,79-1,Broadway,,,Elmhurst,NY,Queens County,11373,US,City of New York,2018,36,36081,New York,3651000,26700,2000,2,3.6081E+14,36081026700,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,"New York-Jersey City-White Plains, NY-NJ",35614
"462 First Avenue (New Ambulatory Care Building), 4th Floor, Room 4023, New York, NY 10016",NY,Provides Abortions,40.73954,-73.976333,1,rooftop,462,1st Ave,Rm,4023,New York,NY,New York County,10016,US,City of New York,2018,36,36061,New York,3651000,6200,1002,1,3.6061E+14,36061006200,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,"New York-Jersey City-White Plains, NY-NJ",35614
"2601 Ocean Parkway, Brooklyn, NY 11235",NY,Provides Abortions,40.586022,-73.965731,1,rooftop,2601,Ocean Pkwy,,,Brooklyn,NY,Kings County,11235,US,City of New York,2018,36,36047,New York,3651000,37000,3004,3,3.6047E+14,36047037000,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,"New York-Jersey City-White Plains, NY-NJ",35614
"506 Lenox Avenue, New York, NY 10037",NY,Provides Abortions,40.814346,-73.940307,1,rooftop,506,Lenox Ave,,,New York,NY,New York County,10037,US,City of New York,2018,36,36061,New York,3651000,21200,2001,2,3.6061E+14,36061021200,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,"New York-Jersey City-White Plains, NY-NJ",35614
"1400 Pelham Parkway South, Bldg. 5, 7th Floor, Bronx, NY 10461",NY,Provides Abortions,40.857099,-73.847446,1,rooftop,1400,Pelham Pkwy S,,,Bronx,NY,Bronx County,10461,US,City of New York,2018,36,36005,New York,3651000,29600,2000,2,3.6005E+14,36005029600,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,"New York-Jersey City-White Plains, NY-NJ",35614
"451 Clarkson Avenue, E Building, Brooklyn, NY 11203",NY,Provides Abortions,40.65625,-73.944614,1,rooftop,451,Clarkson Ave,,,Brooklyn,NY,Kings County,11203,US,City of New York,2018,36,36047,New York,3651000,80800,1001,1,3.60471E+14,36047080800,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,"New York-Jersey City-White Plains, NY-NJ",35614
"234 East 149th Street, Bronx, NY 10451",NY,Provides Abortions,40.817534,-73.924095,1,rooftop,234,E 149th St,,,Bronx,NY,Bronx County,10451,US,City of New York,2018,36,36005,New York,3651000,6500,1002,1,3.6005E+14,36005006500,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,"New York-Jersey City-White Plains, NY-NJ",35614
"1901 First Avenue, New York, NY 10029",NY,Provides Abortions,40.784771,-73.943905,1,rooftop,1901,1st Ave,,,New York,NY,New York County,10029,US,City of New York,2018,36,36061,New York,3651000,15602,1000,1,3.6061E+14,36061015602,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,"New York-Jersey City-White Plains, NY-NJ",35614
"3424 Kossuth Avenue, Bronx, NY 10467",NY,Provides Abortions,40.880373,-73.881533,1,rooftop,3424,Kossuth Ave,,,Bronx,NY,Bronx County,10467,US,City of New York,2018,36,36005,New York,3651000,42100,1000,1,3.6005E+14,36005042100,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,"New York-Jersey City-White Plains, NY-NJ",35614
"6210 Old National Highway, College Park, GA 30349",GA,Provides Abortions,33.585609,-84.468951,1,rooftop,6210,Old National Hwy,,,Atlanta,GA,Fulton County,30349,US,Fulton,2018,13,13121,South Fulton,1372122,10516,2003,2,1.3121E+14,13121010516,"Atlanta-Sandy Springs-Roswell, GA",12060,metropolitan,"Atlanta--Athens-Clarke County--Sandy Springs, GA",122,,
"102 Candlewood Commons, Howell, NJ 07731",NJ,Provides Abortions,40.147645,-74.224466,1,rooftop,102,Candlewood Commons,,,Howell,NJ,Monmouth County,7731,US,Monmouth,2018,34,34025,,,811402,3007,3,3.40258E+14,34025811402,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,"New York-Jersey City-White Plains, NY-NJ",35614
"1024 Park Avenue, Suite 4, Plainfield, NJ 07060",NJ,Provides Abortions,40.610414,-74.410206,1,rooftop,1024,Park Ave,Ste,4,Plainfield,NJ,Union County,7060,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)",2018,34,34039,Plainfield,3459190,39700,4007,4,3.4039E+14,34039039700,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,"Newark, NJ-PA",35084
"2001 W. Oakland Park Blvd., Ft. Lauderdale, FL 33311",FL,Provides Abortions,26.166009,-80.169916,1,rooftop,2001,W Oakland Park Blvd,,,Oakland Park,FL,Broward County,33311,US,City of Fort Lauderdale,2018,12,12011,Oakland Park,1250575,50402,1013,1,1.20111E+14,12011050402,"Miami-Fort Lauderdale-West Palm Beach, FL",33100,metropolitan,"Miami-Fort Lauderdale-Port St. Lucie, FL",370,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",22744
"1103 Lucerne Terrace, Orlando, FL 32806",FL,Provides Abortions,28.528909,-81.380377,1,rooftop,1103,Lucerne Ter,,,Orlando,FL,Orange County,32806,US,Loveland,2018,12,12095,Orlando,1253000,18500,3000,3,1.2095E+14,12095018500,"Orlando-Kissimmee-Sanford, FL",36740,metropolitan,"Orlando-Deltona-Daytona Beach, FL",422,,
"502 South Magnolia Avenue, Tampa, FL 33606",FL,Provides Abortions,27.939683,-82.46583,1,rooftop,502,S Magnolia Ave,,,Tampa,FL,Hillsborough County,33606,US,Statewide2,2018,12,12057,Tampa,1271000,5500,3012,3,1.2057E+14,12057005500,"Tampa-St. Petersburg-Clearwater, FL",45300,metropolitan,,,,
"2100 Webster Street, Suite 319, San Francisco, CA 94115",CA,Provides Abortions,37.790526,-122.43214,1,rooftop,2100,Webster St,Ste,319,San Francisco,CA,San Francisco County,94115,US,San Francisco,2018,6,6075,San Francisco,667000,13500,2001,2,6.07501E+13,6075013500,"San Francisco-Oakland-Hayward, CA",41860,metropolitan,"San Jose-San Francisco-Oakland, CA",488,"San Francisco-Redwood City-South San Francisco, CA",41884
"800 2nd Avenue, Suite 605, New York, NY 10017",NY,Provides Abortions,40.750103,-73.97177,1,rooftop,800,2nd Ave,Ste,605,New York,NY,New York County,10017,US,City of New York,2018,36,36061,New York,3651000,8800,1005,1,3.6061E+14,36061008800,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,"New York-Jersey City-White Plains, NY-NJ",35614
"4500 East 9th Avenue, Suite 700, Denver, CO 80246",CO,Provides Abortions,39.730878,-104.934446,0.96,rooftop,4500,E 9th Ave,Ste,700,Denver,CO,Denver County,80220,US,Denver,2018,8,8031,Denver,820000,4301,4009,4,8.031E+13,8031004301,"Denver-Aurora-Lakewood, CO",19740,metropolitan,"Denver-Aurora, CO",216,,
"10758A Jefferson Avenue, Newport News, VA 23601",VA,Provides Abortions,37.053302,-76.461602,1,rooftop,10758,Jefferson Ave,,,Newport News,VA,Newport News city,23601,US,City of Newport News,2018,51,51700,Newport News,5156000,31601,3003,3,5.17E+14,51700031601,"Virginia Beach-Norfolk-Newport News, VA-NC",47260,metropolitan,"Virginia Beach-Norfolk, VA-NC",545,,
"Hospital of the University of Pennsylvania, 1 Ravdin, 3400 Spruce Street, Philadelphia, PA 19104",PA,Provides Abortions,39.960912,-75.19668,1,place,,,,,Philadelphia,PA,Philadelphia County,19104,US,TIGER/Line® dataset from the US Census Bureau,2018,42,42101,Philadelphia,4260000,9100,1004,1,4.2101E+14,42101009100,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,metropolitan,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",428,"Philadelphia, PA",37964
"Penn Medicine Washington Square 10th Floor, 800 Walnut Street, Philadelphia, PA 19107",PA,Provides Abortions,39.952532,-75.162678,0.9,street_center,,E Penn Sq,,,Philadelphia,PA,Philadelphia County,19107,US,TIGER/Line® dataset from the US Census Bureau,2018,42,42101,Philadelphia,4260000,500,1010,1,4.2101E+14,42101000500,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,metropolitan,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",428,"Philadelphia, PA",37964
"777 Appletree Street, 7th Floor, Philadelphia, PA 19106",PA,Provides Abortions,39.953754,-75.152357,1,range_interpolation,777,Appletree St,Fl,7,Philadelphia,PA,Philadelphia County,19106,US,TIGER/Line® dataset from the US Census Bureau,2018,42,42101,Philadelphia,4260000,200,1055,1,4.2101E+14,42101000200,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,metropolitan,"Philadelphia-Reading-Camden, PA-NJ-DE-MD",428,"Philadelphia, PA",37964
"393 Bloomfield Avenue, Montclair, NJ 07042",NJ,Provides Abortions,40.812634,-74.215618,1,range_interpolation,393,Bloomfield Ave,,,Montclair,NJ,Essex County,7042,US,TIGER/Line® dataset from the US Census Bureau,2018,34,34013,,,16800,1003,1,3.4013E+14,34013016800,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,"Newark, NJ-PA",35084
"900 Ferry St. Wenatchee, WA 98801",WA,Provides Abortions,47.411644,-120.312933,1,rooftop,900,Ferry St,,,Wenatchee,WA,Chelan County,98801,US,Chelan,2018,53,53007,Wenatchee,5377105,961100,2002,2,5.3008E+14,53007961100,"Wenatchee, WA",48300,metropolitan,,,,
"2500 S. Woodlands Village Blvd, Flagstaff, AZ 86001",AZ,Provides Abortions,35.178043,-111.668105,1,rooftop,2500,S Woodlands Village Blvd,,,Flagstaff,AZ,Coconino County,86001,US,City of Flagstaff,2018,4,4005,Flagstaff,423620,1102,4047,4,4.005E+13,4005001102,"Flagstaff, AZ",22380,metropolitan,,,,
"5771 W. Eugie, Glendale, AZ 85304",AZ,Provides Abortions,33.60829,-112.183611,1,rooftop,5771,W Eugie Ave,,,Glendale,AZ,Maricopa County,85304,US,City of Glendale,2018,4,4013,Glendale,427820,104224,3011,3,4.0131E+13,4013104224,"Phoenix-Mesa-Scottsdale, AZ",38060,metropolitan,,,,
"2255 N. Wyatt Dr., Tuscon, AZ 85712",AZ,Provides Abortions,32.248262,-110.881844,1,rooftop,2255,N Wyatt Dr,,,Tucson,AZ,Pima County,85712,US,Pima,2018,4,4019,Tucson,477000,2904,3001,3,4.019E+13,4019002904,"Tucson, AZ",46060,metropolitan,"Tucson-Nogales, AZ",536,,
"1837 E Baseline Rd, Tempe, AZ 85283",AZ,Provides Abortions,33.377212,-111.906364,1,rooftop,1837,E Baseline Rd,,,Tempe,AZ,Maricopa County,85283,US,Maricopa,2018,4,4013,Tempe,473000,319904,1003,1,4.01332E+13,4013319904,"Phoenix-Mesa-Scottsdale, AZ",38060,metropolitan,,,,
"160 South 1000 East, Suite 120, Salt Lake City, UT 84102",UT,Provides Abortions,40.765861,-111.862956,1,rooftop,160,S 1000 E,Ste,120,Salt Lake City,UT,Salt Lake County,84102,US,Utah AGRC (and individual UT counties),2018,49,49035,Salt Lake City,4967000,101700,1007,1,4.90351E+14,49035101700,"Salt Lake City, UT",41620,metropolitan,"Salt Lake City-Provo-Orem, UT",482,,
"743 Pismo Street, San Luis Obispo, CA 93401",CA,Provides Abortions,35.276831,-120.6617,1,rooftop,743,Pismo St,,,San Luis Obispo,CA,San Luis Obispo County,93401,US,City of San Luis Obispo,2018,6,6079,San Luis Obispo,668154,11102,4010,4,6.07901E+13,6079011102,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",42020,metropolitan,,,,
"518 Garden Street, Santa Barbara, CA 93101",CA,Provides Abortions,34.420938,-119.692172,1,rooftop,518,Garden St,,,Santa Barbara,CA,Santa Barbara County,93101,US,Santa Barbara,2018,6,6083,Santa Barbara,669070,900,1029,1,6.083E+13,6083000900,"Santa Maria-Santa Barbara, CA",42200,metropolitan,,,,
"415 E Chapel Street, Santa Maria, CA 93454",CA,Provides Abortions,34.954617,-120.430722,1,rooftop,415,E Chapel St,,,Santa Maria,CA,Santa Barbara County,93454,US,Santa Barbara,2018,6,6083,Santa Maria,669196,2206,2024,2,6.083E+13,6083002206,"Santa Maria-Santa Barbara, CA",42200,metropolitan,,,,
"1200 W. Hillcrest Dr., Thousand Oaks, CA 91320",CA,Provides Abortions,34.184869,-118.90697,1,rooftop,1200,W Hillcrest Dr,,,Newbury Park,CA,Ventura County,91320,US,Ventura,2018,6,6111,Thousand Oaks,678582,6100,1030,1,6.11101E+13,6111006100,"Oxnard-Thousand Oaks-Ventura, CA",37100,metropolitan,"Los Angeles-Long Beach, CA",348,,
"5400 Ralston Street, Ventura, CA 93003",CA,Provides Abortions,34.259449,-119.217936,1,rooftop,5400,Ralston St,,,Ventura,CA,Ventura County,93003,US,Ventura,2018,6,6111,San Buenaventura (Ventura),665042,1502,2000,2,6.111E+13,6111001502,"Oxnard-Thousand Oaks-Ventura, CA",37100,metropolitan,"Los Angeles-Long Beach, CA",348,,
"4600 Gulf Freeway, Ste. 300, Houston, TX 77023",TX,Provides Abortions,29.725695,-95.334709,1,rooftop,4600,Gulf Fwy,Ste,300,Houston,TX,Harris County,77023,US,Greater Houston,2018,48,48201,Houston,4835000,311900,2015,2,4.82013E+14,48201311900,"Houston-The Woodlands-Sugar Land, TX",26420,metropolitan,"Houston-The Woodlands, TX",288,,
"12614 Southwest Freeway, Suite A, Stafford, TX 77477",TX,Provides Abortions,29.638855,-95.583106,1,rooftop,12614,Southwest Fwy,Ste,A,Stafford,TX,Fort Bend County,77477,US,Greater Houston,2018,48,48157,Stafford,4869908,672002,1007,1,4.81577E+14,48157672002,"Houston-The Woodlands-Sugar Land, TX",26420,metropolitan,"Houston-The Woodlands, TX",288,,
"12220 SW First St., Suite 200, Beaverton, OR 97005",OR,Provides Abortions,45.485811,-122.802528,1,rooftop,12220,SW 1st St,Ste,200,Beaverton,OR,Washington County,97005,US,Wallowa,2018,41,41067,Beaverton,4105350,31100,2005,2,4.1067E+14,41067031100,"Portland-Vancouver-Hillsboro, OR-WA",38900,metropolitan,"Portland-Vancouver-Salem, OR-WA",440,,
"2330 NE Division St., Suite 7, Bend, OR 97703",OR,Provides Abortions,44.072822,-121.305726,1,range_interpolation,2330,NE Division St,Ste,7,Bend,OR,Deschutes County,97703,US,TIGER/Line® dataset from the US Census Bureau,2018,41,41017,Bend,4105800,1600,1026,1,4.1017E+14,41017001600,"Bend-Redmond, OR",13460,metropolitan,"Bend-Redmond-Prineville, OR",140,,
"14411 SE McLoughlin Blvd, Milwaukie, OR 97267",OR,Provides Abortions,45.419071,-122.633461,1,rooftop,14411,SE McLoughlin Blvd,,,Portland,OR,Clackamas County,97267,US,Clackamas,2018,41,41005,Oak Grove,4153900,21300,1021,1,4.1005E+14,41005021300,"Portland-Vancouver-Hillsboro, OR-WA",38900,metropolitan,"Portland-Vancouver-Salem, OR-WA",440,,
"3727 NE Martin Luther King Jr. Boulevard, Portland, OR 97212",OR,Provides Abortions,45.549897,-122.662128,1,rooftop,3727,NE Martin Luther King Jr Blvd,,,Portland,OR,Multnomah County,97212,US,Multnomah,2018,41,41051,Portland,4159000,3402,1019,1,4.1051E+14,41051003402,"Portland-Vancouver-Hillsboro, OR-WA",38900,metropolitan,"Portland-Vancouver-Salem, OR-WA",440,,
"3825 Wolverine St., NE, Salem, OR 97305",OR,Provides Abortions,44.958703,-122.985747,1,rooftop,3825,Wolverine St NE,,,Salem,OR,Marion County,97305,US,City of Salem,2018,41,41047,Salem,4164900,1604,1035,1,4.1047E+14,41047001604,"Salem, OR",41420,metropolitan,"Portland-Vancouver-Salem, OR-WA",440,,
"11516 SE Mill Plain Blvd, Vancouver, WA 98684",WA,Provides Abortions,45.621755,-122.553843,1,rooftop,11516,SE Mill Plain Blvd,,,Vancouver,WA,Clark County,98684,US,Clark,2018,53,53011,Vancouver,5374060,41317,2012,2,5.3011E+14,53011041317,"Portland-Vancouver-Hillsboro, OR-WA",38900,metropolitan,"Portland-Vancouver-Salem, OR-WA",440,,
"1501 Aldersgate Rd. Little Rock, AR 72205",AR,Provides Abortions,34.739965,-92.389557,1,rooftop,1501,Aldersgate Rd,,,Little Rock,AR,Pulaski County,72205,US,Pulaski,2018,5,5119,Little Rock,541000,2408,2004,2,5.119E+13,5119002408,"Little Rock-North Little Rock-Conway, AR",30780,metropolitan,"Little Rock-North Little Rock, AR",340,,
"755 New York Ave, Huntington, NY 11743",NY,Provides Abortions,40.86011,-73.420692,1,rooftop,755,New York Ave,,,Huntington,NY,Suffolk County,11743,US,Suffolk,2018,36,36103,Huntington,3636233,110901,3012,3,3.61031E+14,36103110901,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,"Nassau County-Suffolk County, NY",35004
"6 Gramatan Avenue, 4th Floor, Mt. Vernon, NY 10550",NY,Provides Abortions,40.912465,-73.837727,1,rooftop,6,Gramatan Ave,Fl,4,Mount Vernon,NY,Westchester County,10550,US,Westchester,2018,36,36119,Mount Vernon,3649121,3600,1014,1,3.6119E+14,36119003600,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,"New York-Jersey City-White Plains, NY-NJ",35614
"247-249 North Ave, New Rochelle, NY 10801",NY,Provides Abortions,40.911341,-73.781361,1,rooftop,247,North Ave,,,New Rochelle,NY,Westchester County,10801,US,Westchester,2018,36,36119,New Rochelle,3650617,6000,1019,1,3.6119E+14,36119006000,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,"New York-Jersey City-White Plains, NY-NJ",35614
"450 Waverly Ave, Patchogue, NY 11772",NY,Provides Abortions,40.779336,-73.033172,1,rooftop,450,Waverly Ave,,,Patchogue,NY,Suffolk County,11772,US,Suffolk,2018,36,36103,North Patchogue,3653319,158804,6011,6,3.61032E+14,36103158804,"New York-Newark-Jersey City, NY-NJ-PA",35620,metropolitan,"New York-Newark, NY-NJ-CT-PA",408,"Nassau County-Suffolk County, NY",35004
