Facility Name,Address,Street address,City,State,Zipcode,Phone Number,Website,Still Open,Provides Abortions,New clinic since last update,MAB,Surgical/aspiration,MAB Gestational Limit,Surgical/aspiration Gestational Limit,Date Opened (Year),Date Updated
"Boulder Abortion Clinic, P.C. - Warren Hern, M.D.","1130 Alpine Avenue, Boulder, CO 80304",1130 Alpine Avenue,Boulder,CO,80304,(800) 535-1287,http://www.drhern.com/,Currently Open,Provides Abortions,No,No,Yes,,26w+,,7/24/20
"Boulder Valley Women's Health Center, Boulder ","2855 Valmont Road, Boulder, CO 80301",2855 Valmont Road,Boulder,CO,80301,303-442-5160,https://www.boulderwomenshealth.org/,Currently Open,Provides Abortions,No,Yes,Yes,11w,14w,,7/24/20
"Boulder Valley Women's Health Center, Longmont","82 21st Ave, Suite C, Longmont, CO 80501","82 21st Ave, Suite C",Longmont,CO,80501,303-442-5160,https://www.boulderwomenshealth.org/,Currently Open,Provides Abortions,Yes,Yes,Yes,11w,14w,,7/24/20
Brandeis Medical Center: Beverly Hills,"292 S. La Cienega Blvd. #100, Beverly Hills, CA 90211",292 S. La Cienega Blvd. #100,Beverly Hills,CA,90211,(424) 239-1650,,Currently Open,Provides Abortions,No,Yes,No,9w,,,8/10/20
Bread and Roses Women's Health Center: Gainesville Woman Care,"1233 NW 10th Avenue, Gainesville, FL 32601",1233 NW 10th Avenue,Gainesville,FL,32601,(352) 372-1664,http://www.breadroses.com/,Currently Open,Provides Abortions,No,Yes,Yes,10w,13.6w,,8/13/20
Brigham and Women's Hospital,"75 Francis Street, Boston, Ma, 02115",75 Francis Street,Boston,MA,2115,(857) 307-2493,https://www.brighamandwomens.org/obgyn/family-planning/family-planning-services,Currently Open,Provides Abortions,Yes,Yes,Yes,11w,26w,,7/28/20
Bristol Regional Women's Center,"2901 West State St, Bristol, TN 37620",2901 West State St,Bristol,TN,37620,(423) 968-2182,http://www.bristolregionalwomenscenter.com/,Currently Open,Provides Abortions,No,Yes,Yes,8w,14w,,8/10/20
Bronx Abortion,"2070 Eastchester Road, Bronx, NY 10461",2070 Eastchester Road,Bronx,NY,10461,(718) 829-7000,http://www.abortionbronx.com/,Currently Open,Provides Abortions,No,Yes,Yes,10w,14w,,8/20/20
Brooklyn Abortion Clinic (extension of Professional Gynecological Services),"14 Dekalb Ave, 4th Floor, Brooklyn, NY 11201","14 Dekalb Ave, 4th Floor",Brooklyn,NY,11201,(718) 369-1900,http://www.brooklynabortionclinic.nyc,Currently Open,Provides Abortions,No,Yes,Yes,8w,24w,,8/20/20
Brooklyn Gyn Place (extension of Professional Gynecological Services),"142 Joralemon Street, Suite 4CF, Brooklyn, NY 11201","142 Joralemon Street, Suite 4CF",Brooklyn,NY,11201,(718) 624-0604,http://www.brooklyngynplace.com,Currently Open,Provides Abortions,No,Yes,Yes,8w,14w,,8/20/20
Brooklyn Women's Pavilion OB/GYN PLLC: Brooklyn,"14 Dekalb Ave, Brooklyn, NY 11201",14 Dekalb Ave,Brooklyn,NY,11201,(718) 222-0123,http://www.brooklynwomenspavilion.com/,Currently Open,Provides Abortions,No,Yes,Yes,7w,12w,,8/26/20
Brooklyn Women's Pavilion OB/GYN PLLC: Queens,"106-12 Liberty Ave, Ozone Park, NY 11417",106-12 Liberty Ave,Ozone Park,NY,11417,(718) 222-0123,http://www.brooklynwomenspavilion.com/,Currently Open,Provides Abortions,No,Yes,Yes,7w,12w,,8/26/20
"Buffalo Womenservices, LLC","2500 Main Street, Buffalo, NY 14214",2500 Main Street,Buffalo,NY,14214,(716) 835-2510,http://www.buffalowomenservices.com,Currently Open,Provides Abortions,No,No,Yes,,19w,,8/20/20
Cambridge Health Alliance,"1493 Cambridge St., Cambridge, MA 02139",1493 Cambridge St.,Cambridge,MA,2139,(617) 665-2800,http://site.challiance-cms.org/Services/CambridgeWomensHealth.aspx,Currently Open,Provides Abortions,No,Yes,Yes,unknown,17w,,8/11/20
Camelback Family Planning,"4141 N. 32nd Street, #105, Phoenix, AZ 85018","4141 N. 32nd Street, #105",Phoenix,AZ,85018,(602) 279-2337,https://www.camelbackfamilyplanning.com/,Currently Open,Provides Abortions,No,Yes,Yes,10.6w,23.6w,,7/22/20
Capital Care Network of Toledo,"1160 W Sylvania Ave, Toledo, OH 43612",1160 W Sylvania Ave,Toledo,OH,43612,(419) 478-6801,https://www.capitalcarenetwork.com/,Currently Open,Provides Abortions,No,Yes,No,9.6w,,,8/12/20
Capital Women's Services,"6323 Georgia Ave NW, Suite 210, Washington D.C. 20011","6323 Georgia Ave NW, Suite 210",Washington,DC,20011,(202) 945-4940,https://www.capitalwomensservices.com/faq.php,Currently Open,Provides Abortions,No,Yes,Yes,9w,36w,Open as of 2014,8/5/20
carafem: Atlanta,"1800 Peachtree St NW, Suite 800, Atlanta, GA 30309","1800 Peachtree St NW, Suite 800",Atlanta,GA,30309,(877) 723-4959,https://carafem.org/location/carafem-health-center-atlanta/,Currently Open,Provides Abortions,No,Yes,Yes,11w,13w,2016,8/13/20
carafem: Chicago Metro,"4711 Golf Rd, Suite 920, Skokie, IL 60076","4711 Golf Rd, Suite 920",Skokie,IL,60076,(877) 290-2017,https://carafem.org/location/carafem-health-center-chicago/,Currently Open,Provides Abortions,No,Yes,Yes,11w,13w,2018,8/11/20
carafem: Nashville,"5002 Crossings Circle, Suite 260, Mt Juliet, TN 37122","5002 Crossings Circle, Suite 260",Mt Juliet,TN,37122,(877) 828-8915,https://carafem.org/location/carafem-health-center-nashville/,Currently Open,Provides Abortions,No,Yes,Yes,11w,13w,,8/11/20
"carafem: Washington, D.C.","5530 Wisconsin Ave, Chevy Chase, MD 20815",5530 Wisconsin Ave,Chevy Chase,MD,20815,(877) 708-5064,https://carafem.org/,Currently Open,Provides Abortions,No,Yes,Yes,11w,13.6w,2016,7/14/20
CARE: Clinics for Abortion and Reproductive Excellence,"1002 W Mission Ave., Bellevue, NE 68005",1002 W Mission Ave.,Bellevue,NE,68005,(402) 291-4797,https://abortionclinics.org/bellevue-nebraska/,Currently Open,Provides Abortions,No,Yes,Yes,10w,22w,,7/27/20
Cedar River Clinics: Renton,"263 Rainier Ave S. #200, Renton, WA 98057",263 Rainier Ave S. #200,Renton,WA,98057,1-800-572-4223,https://www.cedarriverclinics.org/renton/,Currently Open,Provides Abortions,No,Yes,Yes,11w,15w,,7/13/20
Cedar River Clinics: Seattle,"509 Olive Way #1454, Seattle, WA 98101",509 Olive Way #1454,Seattle,WA,98101,1-800-572-4223,https://www.cedarriverclinics.org/seattle/,Currently Open,Provides Abortions,No,Yes,Yes,11w,15w,,7/13/20
Cedar River Clinics: Tacoma,"1401-A Martin Luther King Jr Way, Tacoma, WA 98405",1401-A Martin Luther King Jr Way,Tacoma,WA,98405,1-800-572-4223,https://www.cedarriverclinics.org/tacoma/,Currently Open,Provides Abortions,No,Yes,Yes,11w,15w,,7/13/20
Center for Menstrual Disorders and Reproductive Choice,"2020 South Clinton Avenue, Rochester, NY 14618",2020 South Clinton Avenue,Rochester,NY,14618,(585) 473-8770,http://www.cmdrc.com/,Currently Open,Provides Abortions,No,No,Yes,,12w,,8/20/20
"Center for Women (James Gomez, M.D.)","10215 W. Roosevelt Rd. #101, Westchester, IL 60154",10215 W. Roosevelt Rd #101,Westchester,IL,60154,(708) 450-4545,https://www.chicagocenterforwomen.com/,Currently Open,Provides Abortions,Yes,Yes,No,10w,,2020,8/11/20
Center for Women's Health,"4840 College Boulevard, Overland Park, KS 66211",4840 College Boulevard,Overland Park,KS,66211,(913) 491-6878,http://www.hodesnauser.com/,Currently Open,Provides Abortions,No,Yes,Yes,9.6w,21.6w,,7/27/20
Centro de Planificacion Familiar,"Santa Rosa 51-63, Calle Marginal, Bayamon, PR 00959 ","Santa Rosa 51-63, Calle Marginal",Bayamón,PR,959,(787) 780-4576,http://www.centrodeplanificacionfamiliar.com/index.html http://www.abortopuertorico.com/,Currently Open,Provides Abortions,No,Yes,Yes,8w,14w,,8/29/20
Centro de Planificacion Familiar,"67 Calle Vives, Ponce, PR 00730",67 Calle Vives,Ponce,PR,730,(787) 842-2203,,Currently Open,Provides Abortions,No,no,yes,,,,8/29/20
Cherry Hill Women's Center,"502 Kings Highway North, Cherry Hill, NJ 08034",502 Kings Highway North,Cherry Hill,NJ,8034,(856) 667-5910,http://cherryhillwomenscenter.com/http://sjwc.net/,Currently Open,Provides Abortions,No,Yes,Yes,11w,24.6w,,8/14/20
"Choice Gynecological Services, PC. (Choice Gyn)","89-26 Roosevelt Avenue, 2nd Floor, Jackson Heights, NY 11372","89-26 Roosevelt Avenue, 2nd Floor",Jackson Heights,NY,11372,(718) 205-3400,https://www.abortosqueens.com/,Currently Open,Provides Abortions,Yes,Yes,Yes,8w,23w,,8/20/20
Choices - Memphis Center for Reproductive Health,"1726 Poplar Ave, Memphis, TN 38104",1726 Poplar Ave,Memphis,TN,38104,(901) 274-3550,http://memphischoices.org/,Currently Open,Provides Abortions,No,Yes,Yes,10w,16.2w,,8/11/20
Choices Women's Medical Center,"147-32 Jamaica Avenue, Jamaica, NY 11435",147-32 Jamaica Avenue,Jamaica,NY,11435,(718) 786-5000,http://www.choicesmedical.com/,Currently Open,Provides Abortions,No,Yes,Yes,10w,22w,,8/20/20
Clinic for Women,"3607 West 16th Street Suite B-2, Indianapolis, IN 46222",3607 West 16th Street Suite B-2,Indianapolis,IN,46222,(317) 955-2641,http://clinic4women.net/,Currently Open,Provides Abortions,No,Yes,Yes,10w ,13w,,8/10/20
Clínica Ginecológica y Planificación Familiar,"Ave. Lomas Verdes IC-19 Royal Palm, Bayamón, PR 00956",Ave. Lomas Verdes IC-19 Royal Palm,Bayamón,PR,956,(787) 780-1321,http://www.terminaciondeembarazopr.com/,Currently Open,Provides Abortions,No,Yes,No (temporarily not providing due to covid),8w,,,8/29/20
Clínica IELLA,"Reparto Metropolitano, 1008 Calle 42 SE, San Juan, PR 00921","Reparto Metropolitano, 1008 Calle 42 SE",San Juan,PR,921,(787) 751-0820,https://www.profamiliaspr.org/iella,Currently Open,Provides Abortions,No,Yes,Yes,,14w,,8/29/20
Colorado Mountain Medical,"181 West Meadow Dr. - Suite 800, Vail, CO 81657",181 West Meadow Dr. - Suite 800,Vail,CO,81657,(970) 926-6340,http://cmmhealth.org,Currently Open,Provides Abortions,No,Yes,Yes,8w,8w,,7/27/20
"Columbus Women's Health Organization, P.C.","3850 Rosemont Drive, Columbus, GA 31904",3850 Rosemont Drive,Columbus,GA,31904,(706) 323-3816,http://www.columbuswomenshealth.com/,Currently Open,Provides Abortions,No,Yes,Yes,8w,13w,,8/13/20
Compassionate Abortion Care - Office of Darin Weyhrich,"222 N. 2nd Street, Suite 206, Boise, ID 83702","222 N. 2nd Street, Suite 206",Boise,ID,83702,(208) 342-2516,http://caringboiseabortiondoc.com/http://weyhrichobgyn.com/about,Currently Open,Provides Abortions,No,Yes,Yes,8w,13w,,7/22/20
Comprehensive Health of Planned Parenthood Great Plains: Central Oklahoma City Clinic,"619 NW 23rd Street, Oklahoma City, OK 73103",619 NW 23rd Street,Oklahoma City,OK,73103,(405) 528-2157,https://www.plannedparenthood.org/health-center/oklahoma/oklahoma-city/73103/central-oklahoma-city-clinic-3351-90741,Currently Open,Provides Abortions,No,Yes,Yes,11w,13.6w,2016,6/24/20
Comprehensive Health of Planned Parenthood Great Plains: Comprehensive Health Center,"4401 W 109th Street #100, Overland Park, KS 66211",4401 W 109th Street #100,Overland Park,KS,66211,(913) 345-1400,https://www.plannedparenthood.org/health-center/kansas/overland-park/66211/comprehensive-health-center-2594-90741,Currently Open,Provides Abortions,Yes,Yes,Yes,11w,21.6w,,6/17/20
Comprehensive Health of Planned Parenthood Great Plains: Wichita Health Center,"2226 E Central, Wichita, KS 67214",2226 E Central,Wichita,KS,67214,(316) 263-7575,https://www.plannedparenthood.org/health-center/kansas/wichita/67214/wichita-health-center-2876-90741,Currently Open,Provides Abortions,No,Yes,No,11w,,2017,6/17/20
Comprehensive Women's Health Center,"8111 Lowry Blvd, Denver, CO 80230",8111 Lowry Blvd,Denver,CO,80230,(303) 724-8576,http://cwhccolorado.com/,Currently Open,Provides Abortions,No,Yes,Yes,9w,22w,,7/24/20
Corona Ginecologia (Gynecology),"104-08 Roosevelt Avenue, 2nd Floor, Corona, Queens, NY 11368","104-08 Roosevelt Avenue, 2nd Floor",Queens,NY,11368,(718) 779-2666,http://coronagolden.com/,Currently Open,Provides Abortions,Yes,Yes,Yes,9w,23w,,8/20/20
Delaware County Women's Center,"CCMC Annex- Alexander Silberman Center, 1 Medical Center Blvd., 4th Floor, Chester, PA 19013","CCMC Annex- Alexander Silberman Center, 1 Medical Center Blvd., 4th Floor",Chester,PA,19013,(610) 874-4361,http://delawarecountywomenscenter.com/,Currently Open,Provides Abortions,No,Yes,No,11w,,,8/13/20
Delta Clinic of Baton Rouge,"756 Colonial Drive, Baton Rouge, LA 70806",756 Colonial Drive,Baton Rouge,LA,70806,(225) 923-3242,"no website, old one disconnected",Currently Open,Provides Abortions,No,Yes,Yes,10w,19.3w,,7/27/20
Desert Inn Medical Center,"1900 E. Desert Inn Rd. Las Vegas, NV 89169",1900 E. Desert Inn Rd.,Las Vegas,NV,89169,(702) 735-1960,https://www.desertinnmedicalcenter.com/,Currently Open,Provides Abortions,No,Yes,Yes,10w,12w,,6/8/20
Desert Star Family Planning ,"5501 N 19th Ave Suite 420, Phoenix AZ 85015",5501 N 19th Ave Suite 420,Phoenix,AZ,85015,(480) 447-8857,https://www.desertstarfp.com/,Currently Open,Provides Abortions,No,Yes,Yes,10w,23.6w,,7/22/20
Dr. Emily Women's Health Center,"642 Southern Blvd., Bronx, NY 10455",642 Southern Blvd.,Bronx,NY,10455,(718) 585-1010 and (718) 395-7382,http://www.dremily.net/,Currently Open,Provides Abortions,No,Yes,Yes,10w,18w,,8/20/20
"Dr. Forrest Smith, MD","1393 Santa Rita Rd, Ste B, Pleasonton, CA 94566","1393 Santa Rita Rd, Ste B",Pleasonton,CA,94566,(925) 734-0100,,Currently Open,Provides Abortions,No,Yes,Yes,,,,8/10/20
"Dr. Michael Afshari, MD","216-4 Union Turnpike, Oakland Gardens, NY 11364",216-4 Union Turnpike,Oakland Gardens,NY,11364,(718) 740-0800,,Currently Open,Provides Abortions,No,Yes,Yes,10w,12w,,8/20/20
Dunwoody Women's Medical Group (Atlanta Surgicenter),"3114 Mercer University Drive, Suite 100, Atlanta, GA 30341","3114 Mercer University Drive, Suite 100",Atlanta,GA,30341,(770) 454-8080,http://www.dunwoodywomensmedicalgroup.com/,Temporarily Closed,Provides Abortions,No,,,,,,7/24/19
Dupont Clinic,"1120 19th St NW, Washington, DC 20036",1120 19th St NW,Washington,DC,20036,(202) 844-2004,https://dupontclinic.com/,Currently Open,Provides Abortions,No,Yes,Yes,10w,31.6w,,8/6/20
Early Options: Manhattan,"124 E. 40th St. Ste 702, New York, NY 10016",124 E. 40th St. Ste 702,New York,NY,10016,(212) 431-8533,http://www.earlyabortionoptions.com/,Currently Open,Provides Abortions,No,Yes,Yes,10w,12w,,8/20/20
East Brunswick Women's Center,"5 Cornwall Court, # B4, East Brunswick, NJ 08816","5 Cornwall Court, # B4",East Brunswick,NJ,8816,(732) 238-4500,http://www.abortion.to/pg_cty_nj_east_brunswick.html,Currently Open,Provides Abortions,No,Yes,Yes,7w,12w,,8/14/20
East Cypress Women's Center,"962 East Cypress Road, Fort Lauderdale, FL 33334",962 East Cypress Road,Ft. Lauderdale,FL,33334,(954) 772-6200,http://www.eastcypresswomenscenter.com/,Currently Open,Provides Abortions,No,Yes,Yes,10w,12w,,8/13/20
Eastland Women's Clinic,"15921 E 8 Mile Road, Eastpointe, MI, 48021",15921 E 8 Mile Road,Eastpointe,MI,48021,(586) 774-4190,https://eastlandwomensclinic.com/,Currently Open,Provides Abortions,No,Yes,Yes,10w,24w,,8/12/20
Eastside Gynecology,"14 DeKalb Avenue, 4th Floor, Brooklyn, NY 11201","14 DeKalb Avenue, 4th Floor",Brooklyn,NY,11201,(929) 334-3945,http://www.eastsidegynecology.com/,Currently Open,Provides Abortions,No,Yes,Yes,9.6w,24w,,8/20/20
Emerg-a-care,"455 W Broadway, Jackson, WY 83001",455 W Broadway,Jackson,WY,83001,(307) 733-8002,http://emergacare.com/https://www.chelseasfund.org/providers/,Currently Open,Provides Abortions,No,Yes,Yes,10w,"12w (according to chelsea fund), representative from call did not know bc would have to ask doctor",,7/22/20
Emma Goldman Clinic,"227 N. Dubuque Street, Iowa City, IA 52245",227 N. Dubuque Street,Iowa Cty,IA,52245,(319) 337-2111,http://www.emmagoldman.com/,Currently Open,Provides Abortions,No,Yes,Yes,10w,19.6w,,7/27/20
EMW Women's Surgical Center: Louisville,"136 W. Market Street, Louisville, KY 40202",136 W. Market Street,Louisville,KY,40202,(502) 589-2124,http://www.emwwomens.com/,Currently Open,Provides Abortions,No,Yes,Yes,9.6w,22w,,8/22/19
Equality Health Center,"38 South Main Street, Concord, NH 03301",38 South Main Street,Concord,NH,3301,(603) 225-2739,http://equalityhc.org/,Currently Open,Provides Abortions,No,Yes,Yes,10w,15.6w,,8/13/20
"Eric Tabas, MD","450 Sutter Street, Suite 1324, San Francisco, CA 94108","450 Sutter Street, Suite 1324",San Francisco,CA,94108,(415) 397-2331,https://www.erictabasmd.com/,Currently Open,Provides Abortions,No,Yes,No,9w,,,8/7/20
Eve Women's Medical Centers: Eve Medical,"8603 South Dixie Highway, #102, Miami, FL 33143","8603 South Dixie Highway, #102",Miami,FL,33143,(305) 707-6096,https://www.evemedicalmiami.com/,Currently Open,Provides Abortions,No,Yes,Yes,10w,24w,,8/13/20
Falls Church Healthcare Center,"900 S. Washington St., Suite 300, Falls Church, VA 22046","900 S. Washington St., Suite 300",Falls Church,VA,22046,(703) 532-2500,https://fallschurchhealthcare.com/,Currently Open,Provides Abortions,No,Yes,Yes,9w,13w,,8/6/20
Family Planning Associates Medical Group,"1331 N. 7th Street, #225, Phoenix, AZ 85006","1331 N. 7th Street, #225",Phoenix,AZ,85006,(602) 553-0440,https://fpamg.com/,Currently Open,Provides Abortions,No,Yes,Yes,10w,24w,,7/22/20
Family Planning Associates: Downtown Chicago,"659 W. Washington Blvd., Chicago IL 60661",659 W. Washington Blvd.,Chicago,IL,60661,(312) 707-8988,http://fpachicago.com,Currently Open,Provides Abortions,No,Yes,Yes,10w,23.5w,,8/11/20
Family Planning Associates: Northwest Chicago,"4341 N Milwaukee Ave., Chicago, IL 60641",4341 N Milwaukee Ave.,Chicago,IL,60641,(773) 362-5465,http://fpachicago.com,Currently Open,Provides Abortions,No,Yes,Yes,10w,23.5w,,8/11/20
Family Reproductive Health,"700 E. Hebron Street, Charlotte, NC, 28273",700 E. Hebron Street,Charlotte,NC,28273,(704) 551-0808,http://www.familyreproductive.com/,Currently Open,Provides Abortions,No,Yes,Yes,11w,13.6w,,8/13/20
Femi-Care Surgery Center,"66 Painters Mill Road, Suite 106, Owings Mills, MD 21117","66 Painters Mill Road, Suite 106",Owings Mills,MD,21117,(443) 394-0523,http://www.femicaresurgery.com/,Currently Open,Provides Abortions,No,Yes,Yes,10w,14w,,7/14/20
Feminist Women's Health Center,"1924 Cliff Valley Way NE, Atlanta, GA 30329",1924 Cliff Valley Way NE,Atlanta,GA,30329,(404) 728-7900,http://www.feministcenter.org/en/,Currently Open,Provides Abortions,No,Yes,Yes,11w,21.6w,,8/13/20
"Florida Women's Center, Inc.","3599 University Boulevard South Building #1200, Jacksonville, FL 32216",3599 University Boulevard South Building #1200,Jacksonville,FL,32216,(904) 398-8005,http://floridawomenscenter.com/,Currently Open,Provides Abortions,No,Yes,Yes,10w,13.6w,,8/13/20
Four Women Health Services,"150 Emory Street, Attleboro, MA 02703",150 Emory Street,Attleboro,MA,2703,(508) 222-7555,http://www.fourwomen.com/,Currently Open,Provides Abortions,No,Yes,Yes,10w,20.6w,,8/11/20
Four Women Health Services: Merrimack Valley Women's Health Services,"288 Groveland Street, Haverhill, MA 01830",288 Groveland Street,Haverhill,MA,1830,(978) 688-7222,http://www.merrimackvalleywomenshealth.com/,Currently Open,Provides Abortions,No,Yes,No,10w,,,8/11/20
FPA Women's Health: Bakersfield,"2500 H St., Bakersfield, CA 93701",2500 H St.,Bakersfield,CA,93701,(661) 633-5266,https://www.fpawomenshealth.com/contents/locations/central-valley/bakersfield,Currently Open,Provides Abortions,No,Yes,Yes,10w,22.5w,,8/6/20
FPA Women's Health: Canoga Park,"7023 Owensmouth Ave, Canoga Park, CA 91303",7023 Owensmouth Ave,Canoga Park,CA,91303,(818) 444-9870,https://www.fpawomenshealth.com/contents/locations/san-fernando-valley/canoga-park,Currently Open,Provides Abortions,No,Yes,No,10w,,2017,8/6/20
