fid,SVIth1,SVIth2,SVIth3,SVIth4,SVIS,GEOID
"2110",0.4102,0.752,0.3696,0.3569,0.4268,"55113"
"2111",0.3494,0.432,0.2553,0.0283,0.1395,"55125"
"2112",0.2561,0.3502,0.1665,0.0751,0.108,"55129"
"2113",0.0045,0.0503,0.4164,0.1028,0.0194,"55133"
"2114",0.1217,0.0659,0.467,0.4304,0.1608,"55139"
"2115",0.3984,0.001,0.5011,0.8192,0.2494,"56001"
"2116",0.1748,0.2439,0.5365,0.7007,0.3315,"56005"
"2117",0.1306,0.2276,0.1433,0.3247,0.1229,"56017"
"2118",0.1315,0.2951,0.2257,0.093,0.0809,"56023"
"2119",0.4662,0.2038,0.2779,0.4833,0.336,"56027"
"2120",0.2576,0.4193,0.6718,0.412,0.3701,"56037"
"2121",0.3583,0.4486,0.439,0.6657,0.4522,"56041"
"2122",0.7694,0.1203,0.4323,0.7189,0.6003,"01007"
"2123",0.693,0.3836,0.5314,0.2913,0.5261,"01037"
"2124",0.9557,0.6819,0.6027,0.5839,0.8557,"01053"
"2125",0.6984,0.7641,0.8656,0.7463,0.8427,"01101"
"2126",0.9156,0.638,0.8446,0.8163,0.9207,"01107"
"2127",0.8685,0.7813,0.3862,0.4492,0.7452,"01127"
"2128",0.8777,0.767,0.5708,0.2566,0.7303,"01129"
"2129",0.6373,0.0366,0.8749,0.9713,0.7131,"04005"
"2130",0.5178,0.5989,0.915,0.3537,0.6188,"04011"
"2131",0.7459,0.9745,0.3715,0.5368,0.7787,"05001"
"2132",0.6761,0.7036,0.312,0.3747,0.5481,"05013"
"2133",0.8029,0.9876,0.0544,0.2935,0.6529,"05021"
"2134",0.8978,0.7316,0.723,0.9538,0.9398,"05027"
"2135",0.3889,0.688,0.8481,0.631,0.6287,"05119"
"2136",0.6666,0.5903,0.2057,0.2623,0.4376,"05129"
"2137",0.764,0.9475,0.1057,0.3365,0.6191,"05135"
"2138",0.7892,0.8615,0.1086,0.7342,0.7226,"05141"
"2139",0.7494,0.9742,0.8332,0.5521,0.8783,"05149"
"2140",0.3901,0.3754,0.6192,0.751,0.5334,"06005"
"2141",0.8787,0.6765,0.8017,0.9968,0.9713,"06015"
"2142",0.1777,0.0045,0.8762,0.29,0.1408,"06051"
"2143",0.2576,0.0961,0.9491,0.8249,0.5051,"06055"
"2144",0.4277,0.0274,0.9325,0.9035,0.543,"06087"
"2145",0.2554,0.0853,0.8981,0.6472,0.4035,"06097"
"2146",0.8506,0.9761,0.8469,0.8456,0.9624,"06103"
"2147",0.3439,0.1162,0.9628,0.5508,0.4828,"06111"
"2148",0.2809,0.7727,0.127,0.0446,0.1516,"08033"
"2149",0.0662,0.0156,0.8886,0.326,0.1369,"08037"
"2150",0.2131,0.0879,0.8685,0.5915,0.351,"08045"
"2151",0.1303,0.4527,0.1404,0.0395,0.0624,"08053"
"2152",0.393,0.6523,0.7147,0.6864,0.5955,"08055"
"2153",0.4567,0.0793,0.8548,0.5836,0.4857,"08073"
"2154",0.5057,0.6552,0.9306,0.681,0.7414,"08087"
"2155",0.8013,0.4056,0.9153,0.5702,0.807,"08109"
"2156",0.0252,0.0923,0.4285,0.4645,0.1283,"08111"
"2157",0.0653,0.0003,0.7526,0.3684,0.0707,"08117"
"2158",0.3796,0.5715,0.8437,0.5285,0.5637,"08125"
"2159",0.2694,0.1025,0.9077,0.7061,0.4497,"09001"
"2160",0.3357,0.1286,0.8676,0.801,0.5223,"09009"
"2161",0.6102,0.787,0.4903,0.6597,0.6803,"12003"
"2162",0.8468,0.7628,0.5132,0.9927,0.9264,"12007"
"2163",0.7589,0.5934,0.5536,0.9726,0.8596,"12023"
"2164",0.8213,0.5489,0.8618,0.8001,0.8729,"12055"
"2165",0.45,0.2458,0.9459,0.8099,0.6701,"12057"
"2166",0.3844,0.2525,0.7523,0.3403,0.3962,"12061"
"2167",0.6137,0.341,0.6412,0.4979,0.5748,"12065"
"2168",0.3443,0.3072,0.8195,0.6511,0.5197,"12081"
"2169",0.2108,0.2012,0.7689,0.6912,0.399,"12085"
"2170",0.1048,0.0646,0.8717,0.9777,0.4557,"12087"
"2171",0.3723,0.2445,0.9379,0.6485,0.5592,"12099"
"2172",0.114,0.2104,0.6788,0.4269,0.2538,"12115"
"2173",0.4688,0.2515,0.3445,0.5833,0.4032,"12129"
"2174",0.729,0.5782,0.6759,0.6068,0.7424,"13007"
"2175",0.714,0.4658,0.6081,0.2474,0.5586,"13011"
"2176",0.8194,0.4518,0.5486,0.6125,0.7395,"13023"
"2177",0.399,0.602,0.6603,0.0939,0.3389,"13029"
"2178",0.8707,0.1401,0.5457,0.9583,0.8121,"13031"
"2179",0.6341,0.0952,0.6479,0.8889,0.6379,"13053"
"2180",0.8357,0.8918,0.7217,0.5158,0.851,"13075"
"2181",0.8796,0.4473,0.3056,0.5431,0.6815,"13079"
"2182",0.5322,0.5244,0.2977,0.1019,0.3003,"13111"
"2183",0.8118,0.8491,0.6227,0.688,0.8462,"13119"
"2184",0.7561,0.8793,0.815,0.7545,0.8806,"13129"
"2185",0.5045,0.3594,0.9236,0.6527,0.6618,"13139"
"2186",0.7073,0.8558,0.4728,0.2085,0.5863,"13191"
"2187",0.857,0.9147,0.454,0.7794,0.8701,"13199"
"2188",0.8443,0.2327,0.8551,0.8532,0.8465,"13209"
"2189",0.8662,0.4339,0.7281,0.305,0.7134,"13213"
"2190",0.7379,0.795,0.7514,0.2792,0.707,"13217"
"2191",0.7771,0.9328,0.5145,0.156,0.657,"13229"
"2192",0.6006,0.4814,0.9185,0.1627,0.5529,"13247"
"2193",0.8166,0.5514,0.6329,0.8959,0.8525,"13251"
"2194",0.7611,0.7997,0.6291,0.7791,0.8344,"13253"
"2195",0.8783,0.6823,0.6399,0.7453,0.8589,"13263"
"2196",0.6981,0.7549,0.7459,0.9561,0.8809,"13277"
"2197",0.801,0.9217,0.8262,0.9401,0.9471,"13283"
"2198",0.8596,0.6024,0.6192,0.532,0.7873,"13319"
"2199",0.8003,0.9312,0.5536,0.2407,0.7357,"13321"
"2200",0.5745,0.595,0.8714,0.4658,0.6732,"16031"
"2201",0.5242,0.468,0.1309,0.6409,0.4401,"16035"
"2202",0.5685,0.5562,0.455,0.226,0.4369,"16037"
"2203",0.5146,0.5928,0.4276,0.5966,0.5392,"16049"
"2204",0.4414,0.0083,0.2445,0.8179,0.2484,"16057"
"2205",0.6752,0.7924,0.9188,0.1761,0.6783,"16067"
"2206",0.5611,0.7268,0.7596,0.3196,0.601,"16075"
"2207",0.5127,0.4358,0.8984,0.22,0.5162,"16077"
"2208",0.792,0.4129,0.0449,0.4553,0.5019,"17069"
"2209",0.1815,0.1363,0.8949,0.5365,0.3513,"17097"
"2210",0.6532,0.0443,0.3664,0.8953,0.5166,"17109"
"2211",0.4959,0.4906,0.7287,0.6444,0.6131,"17143"
"2212",0.8191,0.9621,0.3687,0.7934,0.8637,"17165"
"2213",0.6115,0.7119,0.7982,0.554,0.7204,"17201"
"2214",0.6793,0.5702,0.908,0.6839,0.7971,"18097"
"2215",0.4815,0.0376,0.7106,0.8424,0.493,"18157"
"2216",0.6796,0.6695,0.9016,0.8583,0.8551,"19047"
"2217",0.0038,0.0684,0.6036,0.1595,0.0596,"19049"
"2218",0.3506,0.0006,0.5979,0.6823,0.2124,"19169"
"2219",0.6914,0.9039,0.2385,0.7313,0.7188,"20019"
"2220",0.6548,0.7373,0.1321,0.1681,0.3895,"20049"
"2221",0.4545,0.4877,0.8297,0.7408,0.6576,"20061"
"2222",0.3156,0.1258,0.7396,0.2305,0.2736,"20069"
"2223",0.7025,0.2579,0.8071,0.0828,0.4656,"20093"
"2224",0.4503,0.0067,0.6539,0.9532,0.4373,"20161"
"2225",0.6726,0.2143,0.9258,0.5081,0.6739,"20189"
"2226",0.0783,0.3145,0.5616,0.0977,0.1277,"21015"
"2227",0.9312,0.8475,0.0382,0.7125,0.778,"21053"
"2228",0.807,0.9446,0.3238,0.4989,0.771,"21069"
"2229",0.6949,0.723,0.2381,0.3238,0.5226,"21087"
"2230",0.7755,0.262,0.0032,0.2744,0.3538,"21201"
"2231",0.7857,0.9522,0.1917,0.5132,0.721,"21217"
"2232",0.7803,0.8411,0.3015,0.56,0.7143,"21223"
"2233",0.9159,0.8988,0.6466,0.759,0.9182,"22001"
"2234",0.9089,0.5864,0.7599,0.9296,0.9261,"22003"
"2235",0.7854,0.859,0.6819,0.3935,0.779,"22007"
"2236",0.4841,0.3537,0.8727,0.7593,0.6653,"22033"
"2237",0.8096,0.2808,0.6043,0.9287,0.8185,"22037"
"2238",0.7987,0.724,0.5791,0.9564,0.886,"22047"
"2239",0.5054,0.3992,0.9296,0.461,0.6121,"22051"
"2240",0.7732,0.7663,0.5266,0.6039,0.7634,"22059"
"2241",0.5624,0.6001,0.8141,0.6504,0.7061,"22075"
"2242",0.771,0.9548,0.6387,0.6024,0.8475,"22077"
"2243",0.8354,0.8405,0.4804,0.7176,0.8315,"22085"
"2244",0.7022,0.6692,0.8042,0.4916,0.7468,"22095"
"2245",0.8424,0.8574,0.4218,0.9134,0.879,"22119"
"2246",0.7917,0.7829,0.4448,0.6651,0.7755,"22127"
"2247",0.6838,0.8535,0.0618,0.297,0.4898,"23021"
"2248",0.6803,0.4015,0.3448,0.752,0.621,"24001"
"2249",0.5726,0.9058,0.7861,0.5228,0.7506,"24019"
"2250",0.1955,0.2611,0.4648,0.5193,0.2803,"24047"
"2251",0.051,0.0137,0.8341,0.8195,0.2264,"25017"
"2252",0.6624,0.4639,0.0812,0.0551,0.2557,"26001"
"2253",0.7287,0.4171,0.5435,0.7727,0.7245,"26033"
"2254",0.8869,0.7345,0.2614,0.674,0.772,"26035"
"2255",0.6707,0.8204,0.4897,0.4585,0.6624,"26049"
"2256",0.6573,0.6797,0.135,0.2977,0.4494,"26069"
"2257",0.6748,0.3002,0.4037,0.5075,0.5338,"26095"
"2258",0.7729,0.7679,0.1111,0.5632,0.6258,"26129"
"2259",0.7573,0.7685,0.2076,0.2833,0.5452,"26153"
"2260",0.0949,0.1955,0.2442,0.6969,0.2029,"27031"
"2261",0.1,0.0388,0.8418,0.822,0.3092,"27053"
"2262",0.8111,0.9503,0.4928,0.7679,0.8717,"27087"
"2263",0.0904,0.1783,0.5138,0.6527,0.2513,"27103"
"2264",0.9318,0.8739,0.4951,0.3926,0.8191,"28005"
"2265",0.9573,0.3833,0.6638,0.1203,0.6605,"28009"
"2266",0.8,0.3881,0.4072,0.4906,0.6303,"28015"
"2267",0.8589,0.9631,0.3744,0.1156,0.6669,"28023"
"2268",0.8131,0.4811,0.44,0.3298,0.6137,"28039"
"2269",0.8838,0.9628,0.5103,0.6008,0.8771,"28043"
"2270",0.6634,0.0213,0.5769,0.8214,0.5096,"28071"
"2271",0.8019,0.5852,0.6839,0.6562,0.7975,"28087"
"2272",0.9331,0.8742,0.5355,0.9179,0.935,"28091"
"2273",0.9019,0.8809,0.7937,0.5489,0.8933,"28107"
"2274",0.8236,0.8781,0.2846,0.4196,0.7086,"28111"
"2275",0.9166,0.7479,0.3629,0.8109,0.8513,"28117"
"2276",0.8032,0.9016,0.6374,0.5298,0.8277,"28145"
"2277",0.8822,0.9599,0.6068,0.4403,0.8611,"28147"
"2278",0.7255,0.0146,0.5836,0.6148,0.4548,"29001"
"2279",0.7691,0.553,0.107,0.5113,0.5513,"29015"
"2280",0.8965,0.9612,0.2041,0.5998,0.8172,"29023"
"2281",0.5373,0.389,0.2089,0.2945,0.3363,"29029"
"2282",0.507,0.0608,0.2677,0.8558,0.4054,"29063"
"2283",0.7401,0.9153,0.0592,0.171,0.4885,"29149"
"2284",0.6369,0.7931,0.0471,0.4747,0.4987,"29185"
"2285",0.6213,0.8348,0.0261,0.212,0.3831,"29197"
"2286",0.6885,0.5457,0.0226,0.7004,0.5303,"29199"
"2287",0.9248,0.9904,0.3114,0.6963,0.9006,"29229"
"2288",0.4424,0.5228,0.1369,0.8128,0.4717,"30023"
"2289",0.6688,0.8768,0.3754,0.6122,0.6984,"30041"
"2290",0.7602,0.4693,0.2499,0.1359,0.4194,"30053"
"2291",0.6522,0.9354,0.1178,0.4008,0.5621,"30061"
"2292",0.4045,0.1741,0.4664,0.8526,0.4768,"30101"
"2293",0.1268,0.4524,0.0369,0.0013,0.0083,"31005"
"2294",0.4057,0.2079,0.1716,0.3212,0.2318,"31133"
"2295",0.0121,0.2028,0.6001,0.1439,0.0971,"31153"
"2296",0.4172,0.426,0.8695,0.6084,0.5869,"32013"
"2297",0.5707,0.3486,0.3922,0.3327,0.4213,"32017"
"2298",0.0545,0.6441,0.3403,0.0197,0.0717,"32029"
"2299",0.3347,0.1598,0.8787,0.772,0.5271,"32031"
"2300",0.0752,0.0315,0.9287,0.5616,0.2395,"34003"
"2301",0.5204,0.3563,0.9436,0.659,0.6828,"35001"
"2302",0.4659,0.688,0.922,0.6297,0.7032,"35015"
"2303",0.7465,0.9468,0.8208,0.8994,0.9296,"35017"
"2304",0.5016,0.4588,0.4753,0.1837,0.3615,"35021"
"2305",0.849,0.5224,0.943,0.8618,0.914,"35035"
"2306",0.8481,0.9847,0.7867,0.1423,0.8096,"35037"
"2307",0.2611,0.3107,0.9513,0.6552,0.5255,"35049"
"2308",0.8554,0.8749,0.9411,0.5492,0.9041,"35061"
"2309",0.1745,0.0478,0.7564,0.7297,0.3041,"36001"
"2310",0.5589,0.4944,0.4024,0.2028,0.3898,"36041"
"2311",0.3532,0.2662,0.7128,0.7708,0.5207,"36067"
"2312",0.8283,0.8481,0.3929,0.7173,0.8118,"37041"
"2313",0.678,0.7943,0.8532,0.8567,0.864,"37051"
"2314",0.8529,0.4782,0.4202,0.3321,0.6338,"37075"
"2315",0.2952,0.191,0.9401,0.4616,0.4408,"37119"
"2316",0.8904,0.9261,0.7211,0.6294,0.9022,"37131"
"2317",0.5978,0.7106,0.6218,0.8017,0.7465,"37133"
"2318",0.7344,0.184,0.808,0.9647,0.8242,"37147"
"2319",0.0217,0.1245,0.5473,0.8309,0.251,"38105"
"2320",0.8121,0.0522,0.3429,0.9952,0.7325,"39009"
"2321",0.5541,0.5024,0.8354,0.6332,0.6809,"39035"
"2322",0.3755,0.3613,0.7319,0.6988,0.5369,"39061"
"2323",0.8436,0.822,0.0118,0.6772,0.6787,"39105"
"2324",0.5701,0.4139,0.1815,0.5072,0.4293,"39121"
"2325",0.8331,0.8561,0.1515,0.9436,0.8347,"39145"
"2326",0.9223,0.844,0.0318,0.5565,0.7229,"39163"
"2327",0.8057,0.8682,0.4537,0.6705,0.8076,"40005"
"2328",0.9293,0.9959,0.5218,0.8243,0.9602,"40023"
"2329",0.3987,0.2595,0.8316,0.0961,0.3185,"40059"
"2330",0.8847,0.9917,0.5692,0.3859,0.8745,"40067"
"2331",0.8452,0.9854,0.7042,0.6345,0.9137,"40089"
"2332",0.6127,0.9968,0.8564,0.4887,0.8545,"40095"
"2333",0.7895,0.9039,0.9112,0.5008,0.871,"40141"
"2334",0.6277,0.7759,0.3684,0.8914,0.743,"41011"
"2335",0.5159,0.7523,0.5027,0.32,0.5092,"41021"
"2336",0.5809,0.5992,0.2783,0.6463,0.5465,"41023"
"2337",0.6694,0.6574,0.3448,0.7068,0.6557,"41033"
"2338",0.5984,0.7157,0.886,0.9274,0.8535,"41047"
"2339",0.1959,0.5361,0.2372,0.0923,0.135,"41055"
"2340",0.8048,0.8628,0.8863,0.9901,0.9688,"41059"
"2341",0.7038,0.4826,0.2149,0.1726,0.3901,"41069"
"2342",0.1758,0.0742,0.5648,0.6074,0.2506,"42003"
"2343",0.1939,0.2165,0.7921,0.7272,0.4131,"42045"
"2344",0.8943,0.8395,0.5116,0.6835,0.8564,"45001"
"2345",0.2089,0.249,0.8128,0.6059,0.4006,"45013"
"2346",0.8484,0.7494,0.6902,0.4473,0.8,"45029"
"2347",0.7615,0.6173,0.9265,0.4368,0.7949,"45081"
"2348",0.8748,0.9335,0.7966,0.9624,0.9732,"45085"
"2349",0.8631,0.9417,0.4479,0.7205,0.8678,"45087"
"2350",0.2408,0.0051,0.4791,0.6106,0.1561,"46011"
"2351",0.1424,0.2837,0.0369,0.1827,0.0777,"46049"
"2352",0.0035,0.1474,0.3028,0.0646,0.0201,"46083"
"2353",0.6758,0.3887,0.0618,0.1305,0.2889,"46089"
"2354",0.0551,0.2544,0.0958,0.1611,0.0516,"46107"
"2355",0.5962,0.8953,0.6558,0.5059,0.7178,"46109"
"2356",0.8895,0.8895,0.0318,0.611,0.7338,"47013"
"2357",0.6468,0.8284,0.2932,0.3187,0.5373,"47035"
"2358",0.3535,0.0863,0.9233,0.8125,0.5363,"47037"
"2359",0.8984,0.6991,0.0318,0.4814,0.6373,"47049"
"2360",0.822,0.5234,0.354,0.3152,0.593,"47057"
"2361",0.8309,0.8752,0.7329,0.6498,0.8717,"47075"
"2362",0.7675,0.6804,0.1875,0.368,0.5551,"47083"
"2363",0.9038,0.5231,0.0544,0.4556,0.6,"47087"
"2364",0.7911,0.5263,0.2143,0.2299,0.4933,"47121"
"2365",0.851,0.9029,0.4078,0.5317,0.7981,"47171"
"2366",0.9217,0.4912,0.0665,0.6195,0.6672,"47173"
"2367",0.8866,0.4483,0.1837,0.879,0.7624,"47181"
"2368",0.6596,0.1089,0.8634,0.978,0.7946,"48001"
"2369",0.3675,0.3359,0.8991,0.4021,0.4936,"48015"
"2370",0.4713,0.6001,0.652,0.3448,0.5076,"48019"
"2371",0.564,0.313,0.9354,0.8032,0.7459,"48021"
"2372",0.5312,0.7408,0.8959,0.8405,0.8051,"48027"
"2373",0.0172,0.9494,0.148,0.0073,0.0621,"48033"
"2374",0.2465,0.1885,0.9322,0.7867,0.5134,"48039"
"2375",0.5248,0.4855,0.8402,0.4709,0.608,"48051"
"2376",0.7933,0.9274,0.9118,0.6291,0.9019,"48063"
"2377",0.7806,0.7128,0.9115,0.9217,0.9191,"48073"
"2378",0.8169,0.1229,0.8516,0.6737,0.75,"48075"
"2379",0.5194,0.7529,0.7641,0.4072,0.6204,"48081"
"2380",0.0309,0.1,0.9067,0.1713,0.1506,"48085"
"2381",0.3828,0.6447,0.9204,0.7428,0.6847,"48089"
"2382",0.7067,0.5966,0.7972,0.6734,0.7809,"48099"
"2383",0.6258,0.815,0.8472,0.7685,0.8229,"48123"
"2384",0.2592,0.2805,0.8968,0.3617,0.3924,"48139"
"2385",0.229,0.1987,0.8303,0.461,0.3573,"48171"
"2386",0.4417,0.8096,0.7135,0.5049,0.6083,"48193"
"2387",0.7366,0.7908,0.872,0.2359,0.728,"48197"
"2388",0.4226,0.0306,0.914,0.8927,0.5344,"48205"
"2389",0.7793,0.44,0.9529,0.9557,0.9153,"48227"
"2390",0.4073,0.2334,0.8844,0.1522,0.3611,"48243"
"2391",0.4997,0.9491,0.8157,0.148,0.5885,"48267"
"2392",0.7083,0.9787,0.9137,0.198,0.7962,"48275"
"2393",0.5653,0.3037,0.9252,0.6784,0.6917,"48297"
"2394",0.4366,0.4976,0.6301,0.3623,0.4666,"48299"
"2395",0.8344,0.9602,0.8873,0.4288,0.8908,"48305"
"2396",0.6318,0.5883,0.9179,0.8984,0.8436,"48309"
"2397",0.5264,0.5517,0.8386,0.0191,0.357,"48319"
"2398",0.8185,0.6966,0.9567,0.7666,0.9067,"48321"
"2399",0.3994,0.4639,0.8978,0.8004,0.6697,"48325"
"2400",0.5583,0.9831,0.7816,0.4164,0.7688,"48333"
"2401",0.6459,0.0634,0.9245,0.6543,0.6213,"48335"
"2402",0.8774,0.6581,0.8933,0.999,0.9822,"48347"
"2403",0.6175,0.5941,0.9341,0.8742,0.8363,"48355"
"2404",0.4395,0.1579,0.6549,0.5215,0.4322,"48359"
"2405",0.7452,0.6912,0.78,0.269,0.6869,"48407"
"2406",0.1898,0.9185,0.5619,0.3578,0.4127,"48431"
"2407",0.2277,0.0353,0.9484,0.7386,0.3812,"48453"
"2408",0.542,0.6934,0.9242,0.7466,0.7834,"48469"
"2409",0.5892,0.9411,0.8688,0.2194,0.6962,"48483"
"2410",0.6545,0.9615,0.8797,0.8577,0.9083,"48487"
"2411",0.078,0.1891,0.8765,0.1897,0.2016,"48491"
"2412",0.336,0.2394,0.6555,0.1258,0.2522,"49001"
"2413",0.0395,0.0153,0.3429,0.5578,0.0755,"49009"
"2414",0.3102,0.3206,0.467,0.1722,0.2331,"49023"
"2415",0.1669,0.1595,0.8309,0.4846,0.3229,"49035"
"2416",0.2532,0.0602,0.6705,0.5078,0.278,"49049"
"2417",0.2876,0.632,0.6113,0.4046,0.4143,"49053"
"2418",0.0092,0,0.8809,0.7765,0.1401,"51013"
"2419",0.421,0.3012,0.0357,0.7526,0.3449,"51021"
"2420",0.8917,0.8354,0.6791,0.7415,0.8955,"51025"
"2421",0.0583,0.0411,0.944,0.3254,0.1876,"51059"
"2422",0.0166,0.0662,0.9083,0.0853,0.0904,"51107"
"2423",0.7701,0.6705,0.6059,0.9449,0.8643,"51111"
"2424",0.7054,0.8099,0.787,0.9748,0.9096,"51135"
"2425",0.7707,0.5014,0.4301,0.4798,0.6389,"51141"
"2426",0.8516,0.4238,0.0115,0.2646,0.4487,"51167"
"2427",0.4299,0.6078,0.3884,0.5584,0.4755,"51175"
"2428",0.0685,0.0025,0.9408,0.7192,0.2003,"51510"
"2429",0.6771,0.1178,0.1735,0.298,0.3242,"51530"
"2430",0.0561,0.022,0.9214,0.6928,0.2411,"51600"
"2431",0.3242,0.1143,0.8924,0.9109,0.5631,"51630"
"2432",0.4863,0.3922,0.7991,0.8061,0.6675,"51650"
"2433",0.2545,0.1926,0.4416,0.624,0.3089,"51775"
"2434",0.4997,0.0204,0.4782,0.8348,0.385,"51830"
"2435",0.429,0.5969,0.8816,0.836,0.722,"51840"
"2436",0.2092,0.6323,0.6243,0.2372,0.3146,"53013"
"2437",0.4357,0.9624,0.9067,0.5845,0.7707,"53017"
"2438",0.7596,0.8179,0.6457,0.7033,0.8223,"53019"
"2439",0.7634,0.9701,0.8889,0.744,0.9255,"53047"
"2440",0.665,0.7307,0.7396,0.5345,0.736,"53049"
"2441",0.4927,0.8223,0.2894,0.5683,0.536,"53051"
"2442",0.3379,0.4295,0.8284,0.6234,0.5382,"53057"
"2443",0.2271,0.4865,0.382,0.1133,0.1809,"53069"
"2444",0.7672,0.9452,0.3649,0.7077,0.8089,"54055"
"2445",0.6086,0.4569,0.0041,0.8185,0.4971,"54075"
"2446",0.8834,0.851,0.1468,0.8746,0.829,"54089"
"2447",0.9016,0.6772,0.0226,0.4078,0.6006,"54099"
"2448",0.7605,0.6896,0.0092,0.1388,0.3748,"54105"
"2449",0.0025,0.0096,0.7736,0.6266,0.1127,"56039"
"2450",0.9436,0.6167,0.4763,0.7345,0.8471,"01025"
"2451",0.8694,0.6632,0.3419,0.1,0.5417,"01029"
"2452",0.8713,0.6622,0.8185,0.5275,0.8417,"01059"
"2453",0.8334,0.7896,0.2592,0.5084,0.7025,"01133"
"2454",0.8573,0.8819,0.8093,0.6689,0.899,"04007"
"2455",0.4175,0.3378,0.9274,0.7259,0.6354,"04013"
"2456",0.7541,0.7861,0.7081,0.851,0.8624,"04015"
"2457",0.8551,0.7749,0.1741,0.4642,0.6688,"05049"
"2458",0.8382,0.9812,0.914,0.6861,0.9468,"05057"
"2459",0.8328,0.4826,0.1184,0.4629,0.5697,"05065"
"2460",0.8968,0.574,0.2865,0.7084,0.765,"05067"
"2461",0.8318,0.603,0.0573,0.311,0.5175,"05089"
"2462",0.7943,0.6253,0.4578,0.5091,0.7,"05097"
"2463",0.5739,0.5492,0.0614,0.1506,0.2815,"05101"
"2464",0.8519,0.9768,0.3053,0.5785,0.8268,"05111"
"2465",0.9608,0.9303,0.4877,0.5731,0.8873,"05127"
"2466",0.8752,0.659,0.0751,0.192,0.5102,"05137"
"2467",0.9315,0.9723,0.3346,0.4836,0.849,"05147"
"2468",0.6672,0.6266,0.609,0.7055,0.7287,"06003"
"2469",0.8646,0.8192,0.9542,0.4871,0.8895,"06021"
"2470",0.6965,0.8182,0.8841,0.8491,0.8818,"06045"
"2471",0.6892,0.3776,0.9736,0.6632,0.7939,"06065"
"2472",0.4978,0.3855,0.9771,0.1958,0.5245,"06069"
"2473",0.3914,0.0621,0.9561,0.8411,0.5596,"06073"
"2474",0.3697,0.2716,0.958,0.6905,0.5911,"06095"
"2475",0.5656,0.0302,0.9497,0.9519,0.6768,"06113"
"2476",0.8701,0.6457,0.8313,0.8077,0.8981,"08011"
"2477",0.278,0.0175,0.9382,0.8717,0.4197,"08031"
"2478",0.8882,0.9885,0.8863,0.6269,0.9561,"08089"
"2479",0.8156,0.893,0.9201,0.9277,0.9586,"08105"
"2480",0.3111,0.1869,0.8905,0.737,0.515,"09003"
"2481",0.4223,0.0283,0.9223,0.9739,0.5965,"11001"
"2482",0.4232,0.1716,0.972,0.6638,0.5844,"12011"
"2483",0.9191,0.7001,0.751,0.9784,0.9583,"12063"
"2484",0.408,0.2798,0.8768,0.6103,0.5525,"12071"
"2485",0.4924,0.177,0.9637,0.787,0.6691,"12095"
"2486",0.7099,0.6291,0.9822,0.5501,0.8178,"12097"
"2487",0.9322,0.6708,0.575,0.8548,0.8939,"12133"
"2488",0.8818,0.9605,0.8153,0.894,0.9669,"13001"
"2489",0.9131,0.1576,0.7084,0.9494,0.8666,"13009"
"2490",0.8697,0.8138,0.2232,0.249,0.6229,"13025"
"2491",0.8933,0.3808,0.8586,0.6097,0.8398,"13027"
"2492",0.8159,0.7835,0.7227,0.6613,0.8455,"13033"
"2493",0.9417,0.4769,0.6313,0.9669,0.9252,"13055"
"2494",0.7898,0.0242,0.8914,0.9551,0.7675,"13059"
"2495",0.829,0.9185,0.6125,0.9806,0.9455,"13087"
"2496",0.4889,0.2238,0.9688,0.7208,0.6611,"13089"
"2497",0.8885,0.6714,0.6291,0.9602,0.9223,"13091"
"2498",0.5331,0.5345,0.873,0.2267,0.5404,"13097"
"2499",0.8303,0.1477,0.8418,0.3588,0.6615,"13101"
"2500",0.3245,0.1124,0.8968,0.8259,0.5268,"13121"
"2501",0.7105,0.3629,0.3814,0.8628,0.686,"13125"
"2502",0.3768,0.461,0.8364,0.0474,0.3137,"13151"
"2503",0.9481,0.8322,0.6154,0.3849,0.8408,"13155"
"2504",0.9471,0.8755,0.3817,0.6995,0.8697,"13173"
"2505",0.7659,0.788,0.4935,0.7622,0.8013,"13175"
"2506",0.9025,0.8637,0.7036,0.8854,0.9376,"13189"
"2507",0.9201,0.3432,0.8914,0.5938,0.8519,"13197"
"2508",0.8602,0.6657,0.8774,0.9513,0.9404,"13225"
"2509",0.8955,0.7249,0.7584,0.9261,0.9328,"13245"
"2510",0.901,0.8644,0.5355,0.4569,0.8248,"13249"
"2511",0.8975,0.9363,0.851,0.9223,0.9761,"13279"
"2512",0.8815,0.9755,0.73,0.9666,0.9809,"13287"
"2513",0.8927,0.1538,0.8233,0.7628,0.8169,"13315"
"2514",0.5694,0.6192,0.1328,0.1137,0.2936,"16003"
"2515",0.6669,0.4833,0.8835,0.4588,0.7076,"16047"
"2516",0.6048,0.2706,0.8927,0.2856,0.5576,"16063"
"2517",0.9188,0.9987,0.4209,0.8488,0.9573,"17003"
"2518",0.3522,0.0105,0.7902,0.9936,0.499,"17019"
"2519",0.7408,0.4655,0.1242,0.304,0.4545,"17151"
"2520",0.8522,0.7109,0.4546,0.3337,0.6943,"17153"
"2521",0.6032,0.3098,0.3865,0.8134,0.5904,"18001"
"2522",0.622,0.4721,0.4846,0.8586,0.6882,"18027"
"2523",0.4541,0.1484,0.5256,0.44,0.3707,"18087"
"2524",0.5573,0.0131,0.5756,0.8921,0.4519,"18105"
"2525",0.5806,0.405,0.9312,0.7052,0.7408,"19021"
